,food_name,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,calcium_mg,iron_mg,energy_kj,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug
,Jam and fruit pancake,162.02,20.73,3.79,7.01,7.85,1.21,54.06,0.52,675.43,1792.72,1632.64,3082.64,23.09,68.54,11.90,93.09,110.42,0.06,2.93,0.00,0.41,0.01,0.37,12.49,2.54,1.07,0.05,1.00,0.92,12.80,0.05,0.07,0.19,0.36,0.07,2.25,12.80,9.85,146.33
,Khoa and coconut pancake,271.98,27.32,6.98,15.29,16.47,1.65,157.22,1.12,1138.78,6999.29,2755.89,3040.07,21.35,151.28,22.61,101.00,205.43,0.10,10.61,0.02,0.25,0.01,0.80,11.55,2.54,1.04,0.05,2.87,0.85,26.87,0.06,0.09,0.25,0.39,0.06,5.50,26.87,1.02,171.62
,Brown stock,21.32,0.25,1.95,1.38,0.14,0.09,17.16,0.30,89.24,2.98,1.64,7.67,0.00,16.78,0.72,44.60,36.68,0.00,0.03,0.00,0.02,0.00,0.01,0.00,0.00,0.04,0.00,0.37,0.00,1.30,0.02,0.02,0.71,0.01,0.00,0.05,1.30,0.31,101.74
,Vegetable stock,17.60,0.96,0.30,1.38,0.44,0.38,5.08,0.12,72.84,853.56,343.84,67.21,3.46,5.43,2.64,49.75,30.05,0.01,0.10,0.00,0.04,0.01,0.05,15.57,0.04,0.40,0.00,2.03,0.00,3.35,0.01,0.00,0.06,0.04,0.01,0.23,3.35,1.82,330.95
,Chicken stock,29.88,0.37,3.69,1.51,0.20,0.10,3.57,0.18,125.02,139.34,167.22,66.51,10.23,30.82,4.25,58.58,56.12,0.05,3.11,0.00,0.02,0.00,0.14,1.16,0.05,0.04,0.23,0.26,4.62,2.71,0.02,0.01,1.35,0.20,0.09,0.77,2.71,0.22,6.41
,Clear tomato soup (Tamatar ka soup),80.07,3.45,4.79,12.22,1.44,1.96,29.05,1.14,330.90,851.47,1414.00,4382.48,0.00,50.31,22.39,5135.74,232.95,0.05,0.21,0.00,0.23,0.01,0.23,0.00,3.47,6.14,0.00,14.32,0.00,11.04,0.03,0.01,0.32,0.12,0.05,0.77,11.04,13.37,3417.47
,Lentil soup,31.17,3.94,9.65,11.68,1.06,2.57,40.57,2.26,129.85,568.31,231.83,109.95,2.19,96.89,36.61,10418.84,350.26,0.10,1.99,0.00,0.35,0.04,0.47,9.85,0.09,1.93,0.00,8.17,0.00,8.97,0.03,0.02,0.20,0.14,0.04,0.56,8.97,4.60,2080.89
,Chicken consomme (Clear chicken soup),47.94,1.19,11.47,12.02,0.54,1.57,35.48,1.82,199.24,819.65,1205.06,595.91,17.00,102.45,32.35,8953.64,305.39,0.06,3.83,0.00,0.36,0.02,0.46,9.56,0.05,0.35,0.08,4.65,0.00,5.04,0.02,0.04,1.35,0.33,0.09,0.89,5.04,0.93,560.44
,Cream of tomato soup,97.81,3.93,4.61,13.12,1.81,1.38,39.61,0.95,404.60,2374.48,1898.59,3845.49,5.47,56.77,19.75,4461.22,205.66,0.05,0.28,0.00,0.15,0.01,0.24,26.01,3.05,5.20,0.00,11.49,0.00,9.52,0.03,0.03,0.28,0.15,0.05,0.94,9.52,11.51,2573.71
,Cream of green peas soup,127.84,6.75,7.13,14.78,1.61,2.95,51.01,1.48,529.63,2672.93,2142.50,4324.33,6.19,76.14,29.97,4999.70,242.60,0.11,0.88,0.00,0.27,0.02,0.56,29.45,3.42,4.13,0.00,16.43,0.00,21.68,0.10,0.04,0.47,0.30,0.08,1.85,21.68,12.80,1001.41
,Cream of spinach soup,100.54,3.45,5.21,13.31,1.13,1.74,70.77,2.10,416.01,2433.50,1903.39,3918.17,5.47,64.44,52.29,4429.81,404.13,0.10,1.19,0.01,0.59,0.01,0.39,26.00,3.51,0.25,0.00,141.63,0.00,64.43,0.08,0.07,0.20,0.17,0.08,2.27,64.43,13.69,4180.58
,Cream of mixed vegetable soup,59.65,4.93,6.84,9.05,2.10,2.14,65.26,1.36,248.42,2015.64,852.77,171.60,7.05,94.33,27.05,5655.45,255.87,0.07,0.64,0.00,0.23,0.02,0.48,28.60,0.17,3.60,0.00,11.38,0.00,15.03,0.06,0.04,0.32,0.24,0.06,1.44,15.03,10.77,1564.13
,Cream of mushroom soup,117.28,3.74,6.64,15.50,1.93,1.34,70.56,1.81,484.63,2922.18,2330.75,4743.45,6.74,106.93,24.31,5276.06,249.79,0.08,0.25,0.00,0.19,0.01,0.56,32.07,3.65,4.31,0.00,4.35,0.00,8.19,0.02,0.04,0.22,0.21,0.05,2.74,8.19,1.54,77.09
,Chicken sweet corn soup,28.32,1.63,14.48,12.59,0.27,0.47,91.50,3.83,119.03,106.18,155.20,113.22,6.37,177.67,41.64,12205.33,362.15,0.11,2.67,0.00,0.23,0.00,1.02,0.72,0.07,0.01,0.18,0.09,2.87,5.57,0.03,0.02,1.04,0.24,0.06,0.58,5.57,0.84,4.12
,Minestrone soup,42.66,3.71,9.30,11.09,1.01,1.92,53.55,1.82,178.39,787.84,334.79,103.83,3.70,101.30,31.06,8875.06,299.64,0.06,0.71,0.00,0.22,0.01,0.39,14.19,0.10,3.24,0.00,10.81,0.00,10.10,0.04,0.02,0.64,0.13,0.04,0.77,10.10,8.44,1748.04
,Egg drop soup,26.64,1.10,12.93,13.52,0.60,0.81,100.14,3.93,110.83,929.73,583.38,160.37,31.67,170.96,39.39,12418.84,346.42,0.09,3.30,0.00,0.24,0.01,1.04,28.13,0.18,0.08,0.07,7.62,1.15,8.87,0.01,0.02,0.09,0.16,0.03,1.72,8.87,2.68,63.91
,Chinese cabbage and meat ball soup,484.31,1.43,5.21,56.57,0.37,0.57,41.07,1.52,1992.37,6459.89,10712.21,32686.77,5.83,64.93,15.07,4249.41,147.10,0.04,0.73,0.00,0.11,0.01,0.36,6.78,25.43,1.35,0.01,8.54,0.20,4.37,0.02,0.01,0.37,0.06,0.02,0.47,4.37,3.59,640.37
,French onion soup,55.61,4.28,11.41,14.39,1.50,1.01,106.22,3.52,230.90,2424.63,995.75,166.59,10.59,167.13,37.54,11202.89,320.67,0.10,0.24,0.00,0.26,0.01,0.99,44.42,0.10,0.20,0.00,1.60,0.00,7.06,0.01,0.01,0.08,0.09,0.03,0.77,7.06,1.52,53.65
,Hot and sour soup,31.51,1.78,3.12,1.31,0.66,0.60,10.68,0.43,132.17,199.04,223.12,125.98,17.91,34.22,7.53,163.26,93.43,0.05,3.25,0.00,0.11,0.01,0.18,7.01,0.10,0.73,0.17,6.90,3.29,10.13,0.02,0.02,0.97,0.22,0.09,1.51,10.13,6.26,595.21
,Talaumein soup,35.63,4.17,10.12,12.78,0.77,1.94,42.33,2.23,149.32,257.74,354.08,793.19,12.40,101.54,37.81,11088.14,340.97,0.06,2.09,0.00,0.28,0.02,0.41,6.71,0.66,1.24,0.03,14.95,0.49,13.16,0.02,0.02,0.25,0.16,0.06,1.38,13.16,3.42,1060.60
,Cold cucumber soup (Thanda kheere ka soup),48.03,4.58,2.99,1.99,3.34,0.88,99.79,0.32,201.43,1232.66,523.24,98.37,7.06,98.44,15.83,121.32,171.02,0.03,1.07,0.00,0.06,0.02,0.42,20.12,0.05,0.47,0.00,4.59,0.00,14.61,0.03,0.11,0.20,0.34,0.06,2.08,14.61,2.69,265.68
,Cold summer garden soup,49.19,2.65,8.57,14.08,0.46,1.86,43.93,2.13,203.38,2460.77,990.52,183.14,10.12,86.54,38.89,9919.63,361.43,0.07,0.55,0.00,0.28,0.02,0.36,46.93,0.17,0.28,0.00,22.78,0.00,14.09,0.02,0.02,0.19,0.13,0.03,0.94,14.09,5.31,1029.93
,Plain parantha/paratha,298.30,30.69,5.06,16.86,0.86,5.43,14.81,1.98,1237.55,2035.63,3380.49,10573.12,0.00,150.67,59.91,62.07,148.89,0.23,25.41,0.00,1.43,0.01,1.36,0.00,8.07,6.42,0.00,1.73,0.00,13.98,0.20,0.07,1.13,0.42,0.12,0.36,13.98,0.00,135.84
,Potato parantha/paratha (Aloo ka parantha/paratha),205.04,23.92,3.70,10.22,1.15,4.18,17.38,1.52,851.61,1241.03,2032.35,6381.79,0.00,107.56,46.11,127.20,272.88,0.18,15.42,0.00,0.94,0.01,0.95,0.00,4.85,4.02,0.00,4.42,0.00,16.02,0.14,0.05,1.05,0.39,0.12,0.87,16.02,8.54,295.46
,Radish parantha/paratha (Mooli ka parantha/paratha),183.52,20.54,3.30,9.53,1.31,4.32,23.75,1.39,762.00,1161.33,1896.26,5939.95,0.00,98.85,41.98,127.03,206.44,0.16,14.23,0.00,0.87,0.02,0.88,0.00,4.51,3.72,0.00,4.39,0.00,20.73,0.12,0.05,0.80,0.32,0.11,1.28,20.73,8.44,223.85
,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,18.84,3.73,9.47,1.15,4.68,22.00,1.59,739.29,1168.14,1868.38,5892.41,0.00,103.43,44.53,190.03,222.94,0.16,14.09,0.00,0.96,0.01,0.90,0.00,4.44,4.13,0.00,8.60,0.00,25.84,0.13,0.07,0.79,0.47,0.13,1.27,25.84,17.28,238.25
,Dal parantha/paratha,268.24,30.03,6.78,13.05,1.43,6.46,23.89,2.45,1114.69,1556.72,2583.40,8046.57,0.00,158.21,63.15,156.13,268.85,0.30,25.16,0.00,1.31,0.04,1.53,0.00,5.90,5.05,0.00,4.83,0.00,37.84,0.20,0.08,1.15,0.55,0.13,0.70,37.84,2.35,420.07
,Sprouted moong parantha/paratha,228.59,24.31,4.29,12.43,1.47,4.49,20.33,1.94,948.71,1508.61,2482.22,7749.82,0.00,120.66,49.59,153.94,150.07,0.19,18.51,0.00,1.10,0.02,1.10,0.00,5.88,4.82,0.00,4.64,0.00,16.33,0.17,0.06,0.95,0.38,0.12,0.59,16.33,2.61,293.34
,Pea parantha/paratha (Matar ka parantha/paratha),190.73,21.51,5.59,8.80,1.29,5.61,23.49,1.78,792.61,1065.83,1758.68,5488.28,0.00,103.50,49.23,109.99,197.71,0.22,13.73,0.00,0.95,0.02,1.17,0.00,4.24,8.38,0.00,20.29,0.00,31.05,0.21,0.05,1.14,0.51,0.15,1.97,31.05,16.43,697.85
,Keema parantha/paratha,238.09,18.36,9.41,13.91,0.99,3.44,19.35,1.80,989.27,3212.76,3659.35,6122.01,25.66,152.13,43.62,140.62,213.77,0.17,14.86,0.00,0.84,0.01,1.98,1.67,4.57,3.70,0.00,3.56,0.00,11.49,0.16,0.10,2.30,0.56,0.15,1.12,11.49,1.80,220.31
,Paneer parantha/paratha,262.97,24.33,7.98,14.62,3.77,4.00,127.65,1.70,1093.35,3429.66,3237.83,7067.94,0.00,181.47,48.99,142.52,141.55,0.19,22.13,0.03,1.01,0.01,1.59,0.00,5.31,4.37,0.00,4.10,0.00,34.11,0.14,0.08,0.85,0.42,0.10,5.43,34.11,1.99,303.06
,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,21.39,5.54,12.09,1.31,4.39,33.07,1.85,901.21,1478.47,2414.97,7507.21,0.00,101.72,53.30,177.19,251.93,0.18,11.71,0.01,1.06,0.01,0.90,0.00,6.02,2.89,0.00,68.84,0.00,61.41,0.18,0.08,0.85,0.41,0.15,2.29,61.41,8.08,2059.79
,Poori,737.63,8.22,1.35,77.61,0.23,1.46,3.98,0.60,3035.59,9623.96,15940.30,48777.58,1.58,40.35,16.07,31.73,39.91,0.07,6.80,0.00,0.38,0.00,0.37,5.91,37.90,1.72,0.00,5.03,0.00,3.74,0.05,0.02,0.30,0.11,0.03,0.10,3.74,0.00,48.31
,Spinach poori (Palak poori),684.25,7.76,1.42,71.86,0.24,1.55,10.02,0.79,2816.04,8919.32,14753.28,45156.08,1.46,39.97,21.42,35.47,84.67,0.08,6.45,0.00,0.44,0.00,0.38,5.46,35.16,1.61,0.00,28.81,0.00,14.00,0.06,0.03,0.31,0.12,0.04,0.40,14.00,2.24,765.51
,Methi poori,710.02,7.98,1.45,74.60,0.26,1.61,14.61,0.81,2922.04,9255.95,15318.20,46887.28,1.51,41.04,18.01,35.37,48.54,0.07,6.59,0.00,0.40,0.01,0.37,5.67,36.43,1.74,0.00,21.38,0.00,6.51,0.06,0.03,0.33,0.13,0.05,0.28,6.51,2.24,550.68
,Dal stuffed poori,785.16,10.14,2.08,81.69,0.29,1.96,6.88,0.83,3231.84,10132.77,16769.68,51322.12,1.66,53.37,22.74,128.18,81.94,0.09,7.76,0.00,0.51,0.01,0.47,6.21,39.86,2.10,0.00,6.08,0.00,6.44,0.06,0.02,0.39,0.20,0.05,0.14,6.44,0.36,82.44
,Potato stuffed poori (Aloo ki poori),776.74,9.40,1.52,81.35,0.26,1.64,5.57,0.70,3196.78,10088.42,16705.94,51123.28,1.65,45.05,18.52,69.86,71.98,0.08,7.17,0.00,0.41,0.00,0.40,6.19,39.72,1.81,0.00,5.47,0.00,4.73,0.06,0.02,0.38,0.14,0.04,0.17,4.73,1.17,76.30
,Tandoori parantha/paratha,295.37,30.74,5.08,16.51,0.86,5.44,14.98,1.96,1225.73,9543.83,4226.47,1092.69,39.77,150.90,59.88,1.14,148.98,0.23,25.45,0.00,1.43,0.01,1.37,149.07,1.06,6.43,0.00,0.72,0.00,14.00,0.20,0.07,1.14,0.42,0.12,0.36,14.00,0.00,437.25
,Boiled rice (Uble chawal),117.19,25.72,2.60,0.18,0.22,1.25,2.70,0.24,490.33,50.00,28.89,72.00,0.00,46.67,8.91,1.05,47.33,0.09,0.40,0.00,0.26,0.02,0.36,0.00,0.03,0.00,0.00,0.50,0.00,3.25,0.06,0.02,0.84,0.18,0.07,0.10,3.25,0.00,15.63
,Mixed vegetable pulao,113.05,17.49,2.72,3.33,1.35,2.67,19.61,0.60,471.00,427.80,671.57,2058.53,0.00,44.58,17.60,187.92,133.82,0.11,0.49,0.00,0.43,0.03,0.43,0.00,1.60,1.95,0.00,9.58,0.00,18.39,0.08,0.02,0.73,0.27,0.12,1.40,18.39,5.96,1340.13
,Mushroom pulao,124.29,19.02,2.52,4.03,1.00,1.88,13.54,0.39,517.56,511.58,814.50,2498.46,0.00,49.03,13.23,222.36,108.70,0.09,0.34,0.00,0.42,0.02,0.34,0.00,1.89,3.11,0.00,3.47,0.00,7.47,0.05,0.02,0.71,0.23,0.08,1.73,7.47,0.96,30.39
,Sprouted moong pulao,112.97,17.49,2.19,3.61,1.43,1.78,16.26,0.65,470.44,464.80,729.65,2220.15,0.00,42.22,13.05,153.16,95.52,0.08,0.33,0.00,0.39,0.02,0.34,0.00,1.68,0.38,0.00,3.76,0.00,10.58,0.06,0.02,0.61,0.21,0.08,0.57,10.58,1.85,1181.76
,Paneer pulao,581.91,8.76,1.98,59.81,1.11,0.62,33.09,0.26,2396.20,7617.56,12348.22,37341.27,0.00,35.47,6.11,72.28,31.25,0.05,1.53,0.01,0.18,0.01,0.30,0.00,29.00,0.11,0.00,4.35,0.00,8.27,0.02,0.01,0.27,0.10,0.03,1.45,8.27,0.41,24.57
,Peanut pulao ,193.28,21.18,5.32,9.51,1.60,2.90,18.52,0.83,806.21,1641.26,3376.43,4083.54,0.00,91.56,38.11,168.40,159.16,0.21,0.82,0.00,0.63,0.05,0.76,0.00,2.49,1.23,0.00,2.07,0.00,19.02,0.12,0.03,2.21,0.31,0.10,0.67,19.02,0.96,42.00
,Navratan pulao,261.71,36.98,6.20,9.45,2.52,3.82,59.61,1.10,1090.19,1703.75,2268.66,4982.27,0.00,107.10,32.27,334.26,185.63,0.22,2.65,0.01,0.98,0.04,0.98,0.00,3.76,2.51,0.00,11.43,0.00,25.65,0.13,0.04,1.33,0.46,0.15,2.74,25.65,7.04,1517.86
,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.43,27.57,4.88,4.82,2.48,3.15,18.94,0.95,722.95,587.75,1007.47,2846.60,0.00,72.14,21.62,170.05,164.60,0.17,0.35,0.00,0.98,0.02,0.70,0.00,2.00,0.24,0.00,2.98,0.00,84.14,0.11,0.05,0.84,0.39,0.14,0.45,84.14,1.52,36.02
,Mutton biryani/biriyani,190.76,22.50,7.38,7.72,2.39,2.42,68.58,1.29,795.74,714.75,935.61,2609.10,0.40,94.87,19.12,262.64,212.05,0.12,0.59,0.00,0.67,0.06,0.46,1.01,1.99,2.03,0.00,6.94,0.00,14.47,0.11,0.07,2.45,0.27,0.11,1.06,14.47,4.95,811.04
,Vegetable biryani/biriyani,174.61,18.56,3.16,9.51,2.14,3.31,33.52,0.86,724.76,1274.58,1942.70,5841.21,0.27,59.38,24.37,183.79,242.50,0.12,0.65,0.00,0.56,0.03,0.50,0.70,4.52,2.83,0.00,12.90,0.00,25.71,0.08,0.04,0.86,0.38,0.15,2.00,25.71,13.05,1582.91
,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.30,21.62,4.26,7.88,0.78,2.52,12.70,0.77,734.93,1232.11,2472.67,3775.38,0.00,77.42,29.94,187.11,152.57,0.16,1.51,0.00,0.39,0.08,0.59,0.00,2.47,1.29,0.00,6.63,0.00,11.91,0.10,0.04,1.70,0.24,0.09,0.23,11.91,3.20,2148.06
,Sweet rice (Meethe chawal),215.41,42.59,2.10,4.57,24.80,1.13,11.38,0.34,906.12,2409.38,1377.46,361.35,9.55,39.74,11.13,3.20,56.08,0.11,0.38,0.00,0.46,0.04,0.32,35.79,0.50,0.22,0.00,0.92,0.00,3.06,0.04,0.02,0.62,0.14,0.05,0.16,3.06,0.06,90.74
,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.74,32.93,5.75,4.32,3.91,2.13,101.52,0.59,818.47,1595.74,1009.27,1392.21,3.12,133.75,24.28,213.29,211.78,0.13,1.83,0.01,0.35,0.06,0.74,7.93,1.06,1.58,0.00,7.91,0.00,13.06,0.10,0.15,1.14,0.46,0.14,1.45,13.06,2.36,1872.22
,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.04,65.08,7.45,8.53,11.65,5.12,50.94,2.89,1556.82,2643.60,2460.18,2781.06,7.70,147.53,58.32,162.41,369.08,0.37,3.67,0.02,0.81,0.45,1.13,28.85,1.97,7.05,0.00,13.31,0.00,18.01,0.21,0.08,2.29,0.52,0.21,0.49,18.01,0.66,3140.33
,Spanish rice,164.24,31.10,4.19,2.23,1.26,2.78,18.93,0.92,686.24,315.58,435.80,1330.75,0.00,69.95,21.13,96.61,190.33,0.16,0.94,0.01,0.44,0.05,0.61,0.00,1.02,4.18,0.00,14.79,0.00,25.05,0.11,0.04,1.31,0.36,0.15,1.23,25.05,22.37,1934.34
,Chinese fried rice,120.58,13.40,4.05,5.43,1.47,2.31,34.70,0.99,502.30,952.97,1319.85,2741.71,52.09,70.05,18.99,248.36,210.87,0.09,6.13,0.00,0.26,0.02,0.51,28.18,2.18,0.57,0.12,23.24,2.08,38.95,0.06,0.06,0.70,0.43,0.18,4.23,38.95,19.18,1886.76
,Macroni cheese pie,170.63,21.10,5.85,7.48,3.40,0.40,122.01,0.54,717.16,4429.56,1955.48,419.11,15.99,162.88,19.78,200.51,156.11,0.09,5.54,0.00,0.21,0.01,0.71,60.18,0.32,2.52,0.00,5.85,0.00,11.77,0.06,0.08,0.84,0.41,0.07,1.86,11.77,6.11,1334.65
,Vegetable chowmein,129.71,15.44,3.07,6.36,1.97,1.86,28.33,0.99,543.32,795.86,1254.13,3937.86,0.00,56.26,21.67,258.47,201.59,0.09,3.90,0.00,0.27,0.01,0.39,0.00,3.00,0.59,0.00,20.64,0.00,33.17,0.06,0.04,0.93,0.30,0.15,1.94,33.17,28.50,2228.36
,Chicken chowmein,151.33,13.30,6.33,8.23,1.63,1.64,26.10,0.89,632.98,968.75,1496.62,4214.87,10.73,77.93,21.81,288.15,225.32,0.13,6.64,0.00,0.24,0.01,0.46,1.21,3.23,0.53,0.24,18.15,4.84,29.70,0.07,0.04,2.19,0.45,0.22,2.41,29.70,24.68,1937.75
,Cheese noodle ring,133.67,13.96,6.22,6.12,2.84,1.27,99.30,0.79,561.07,3321.54,1715.81,431.16,55.67,140.95,20.45,241.96,176.93,0.09,8.66,0.00,0.19,0.02,0.73,61.17,0.43,2.14,0.11,8.18,1.84,23.84,0.07,0.09,0.67,0.55,0.12,4.43,23.84,6.09,1462.24
,Spaghetti and cheese balls in tomato sauce,508.32,7.82,2.41,52.08,1.83,0.59,40.59,0.32,2095.46,7373.75,10795.82,31606.38,3.83,39.59,8.73,104.14,68.28,0.05,2.67,0.01,0.10,0.00,0.32,17.42,24.57,2.53,0.00,9.19,0.00,12.01,0.03,0.02,0.36,0.13,0.04,1.57,12.01,5.97,1266.58
,Penne platter,177.40,20.87,5.04,8.71,4.50,1.09,67.67,0.90,744.46,2136.86,4920.39,1072.46,2.29,87.01,21.93,283.37,202.22,0.11,6.89,0.01,0.30,0.01,0.67,5.97,1.06,1.53,0.00,6.79,0.00,23.02,0.08,0.03,1.16,0.37,0.10,3.50,23.02,6.25,1013.17
,Pasta hot pot,125.17,11.60,5.84,6.47,5.99,0.80,55.28,0.82,524.24,2683.04,1884.61,1351.12,27.19,100.04,17.09,231.17,215.22,0.07,3.26,0.00,0.17,0.01,0.89,24.04,1.00,1.63,0.03,4.95,0.44,13.39,0.20,0.09,1.44,0.38,0.10,1.79,13.39,7.07,1010.47
,Chicken lasagne,187.49,13.90,10.45,10.36,2.74,0.11,119.98,0.64,785.18,5062.30,2431.58,487.58,50.38,190.02,18.11,238.55,176.85,0.12,9.92,0.00,0.12,0.01,0.80,81.45,0.40,0.05,0.38,0.76,7.46,11.86,0.07,0.10,2.40,0.65,0.18,3.44,11.86,0.82,126.09
,Fettuccine with spinach sauce,129.21,12.19,3.10,7.83,1.18,0.77,53.67,1.28,540.00,2898.78,3757.31,628.94,10.29,64.04,34.19,153.59,247.35,0.10,3.86,0.01,0.46,0.01,0.43,45.57,0.69,0.15,0.00,94.43,0.00,48.13,0.08,0.05,0.61,0.22,0.08,1.64,48.13,10.80,2774.57
,Naan,286.45,51.75,8.05,4.99,5.59,1.91,88.01,1.29,1197.80,2749.48,1219.12,438.43,10.15,245.77,27.53,326.11,166.24,0.13,0.47,0.00,0.45,0.08,0.80,39.97,0.20,4.36,0.00,1.57,0.00,14.22,0.11,0.10,0.57,0.58,0.07,1.04,14.22,0.43,238.35
,Bhatura,793.20,10.73,1.63,82.56,0.69,0.38,12.12,0.33,3265.00,9971.81,16934.05,52234.33,0.38,39.05,4.89,28.30,30.07,0.03,0.07,0.00,0.09,0.00,0.15,0.96,40.58,0.92,0.00,5.33,0.00,2.85,0.02,0.02,0.11,0.12,0.01,0.17,2.85,0.03,37.82
,Idli,137.54,28.18,4.64,0.33,0.28,2.31,8.00,0.68,575.46,72.42,44.49,138.65,0.00,79.30,25.44,100.83,158.13,0.14,2.75,0.00,0.38,0.05,0.62,0.00,0.04,0.84,0.00,1.28,0.00,11.77,0.07,0.03,0.93,0.46,0.09,0.17,11.77,0.00,41.87
,Masala dosa,164.58,19.57,3.29,7.84,1.33,2.52,15.58,0.79,683.80,964.81,1609.59,4867.08,0.00,62.57,26.62,191.28,271.77,0.13,2.34,0.00,0.31,0.10,0.50,0.00,3.71,1.48,0.00,5.96,0.00,17.05,0.06,0.03,0.84,0.39,0.09,0.90,17.05,6.75,1008.09
,Semolina dosa (Suji/Rava dosa),227.05,32.84,7.30,7.12,4.37,4.04,116.04,1.39,947.56,1502.63,1512.93,3665.51,4.59,196.56,28.14,202.36,254.06,0.19,4.94,0.00,0.78,0.05,1.16,11.68,2.81,5.03,0.00,5.41,0.00,21.61,0.14,0.14,0.58,0.55,0.11,1.50,21.61,3.11,457.81
,Onion tomato uttapam,462.02,11.32,1.91,45.30,0.80,1.26,5.82,0.36,1903.54,5458.22,9283.93,28671.18,0.00,33.48,12.35,143.53,90.20,0.07,1.03,0.00,0.17,0.04,0.27,0.00,22.28,1.45,0.00,5.99,0.00,8.37,0.03,0.01,0.42,0.21,0.05,0.40,8.37,3.43,554.36
,Paneer kaathi roll,285.94,20.10,6.92,19.55,3.29,2.40,101.66,1.42,1186.30,3708.31,4319.96,10424.25,30.84,131.60,29.55,221.03,130.50,0.13,14.56,0.02,0.57,0.02,1.09,16.69,8.14,2.52,0.07,4.61,1.23,36.43,0.09,0.07,0.56,0.44,0.09,6.02,36.43,12.59,384.66
,Makki ki roti,263.97,24.19,3.49,16.85,0.70,5.19,14.76,1.11,1094.52,9436.69,4332.02,1297.37,39.07,102.02,53.51,236.22,152.79,0.16,3.08,0.00,0.26,0.03,0.83,146.44,1.04,11.86,0.00,1.18,0.00,12.61,0.12,0.03,0.98,0.14,0.13,0.46,12.61,2.34,612.31
,Washed moong dal (Dhuli moong ki dal),50.00,5.91,2.68,1.68,0.12,1.17,8.48,0.64,208.28,208.54,321.64,997.66,0.00,47.49,19.19,150.64,151.48,0.11,5.45,0.00,0.14,0.08,0.30,0.00,0.74,0.28,0.00,1.47,0.00,10.10,0.04,0.02,0.23,0.18,0.03,0.07,10.10,0.02,101.53
,Washed urad dal (Dhuli urad ki dal),61.32,5.84,2.51,2.98,0.32,1.53,10.24,0.72,254.82,366.21,595.72,1820.16,0.00,42.13,21.32,142.21,143.16,0.08,2.46,0.00,0.25,0.04,0.35,0.00,1.36,1.00,0.00,2.04,0.00,10.27,0.03,0.01,0.23,0.32,0.03,0.19,10.27,0.33,69.13
,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25,7.10,2.79,3.60,1.05,2.72,14.33,0.99,304.63,425.79,710.88,2148.68,0.00,46.19,21.16,149.47,183.95,0.12,5.86,0.00,0.34,0.04,0.50,0.00,1.48,1.84,0.00,4.86,0.00,32.43,0.06,0.02,0.36,0.33,0.05,0.97,32.43,5.45,803.01
,Dry washed urad,124.71,15.66,6.85,3.50,0.73,4.06,27.08,1.89,520.00,444.24,671.86,2050.46,0.00,114.17,57.16,295.79,384.33,0.21,6.77,0.01,0.64,0.09,0.94,0.00,1.46,2.70,0.00,8.45,0.00,28.14,0.07,0.03,0.60,0.87,0.09,0.51,28.14,1.02,355.22
,Mixed dal,61.93,5.79,2.51,3.10,0.34,1.62,11.00,0.78,257.36,371.54,624.55,1869.15,0.00,42.41,19.72,141.36,144.27,0.10,4.24,0.00,0.27,0.11,0.36,0.00,1.36,0.59,0.00,2.16,0.00,13.55,0.04,0.02,0.24,0.23,0.03,0.19,13.55,0.37,107.33
,Whole moong (Moong ki dal),53.70,5.22,2.25,2.56,0.59,2.02,13.58,0.68,223.16,323.93,505.65,1579.20,0.00,37.07,22.53,123.86,149.16,0.11,2.08,0.00,0.21,0.07,0.29,0.00,1.22,1.73,0.00,4.99,0.00,16.17,0.05,0.03,0.30,0.22,0.05,0.39,16.17,3.22,754.66
,Whole masoor (Masoor ki dal),54.05,5.37,2.28,2.52,0.67,1.98,12.20,0.95,224.65,306.59,511.34,1549.67,0.00,29.01,12.74,123.72,112.96,0.10,4.97,0.00,0.26,0.11,0.35,0.00,1.21,3.00,0.00,4.34,0.00,14.07,0.05,0.02,0.33,0.19,0.06,0.42,14.07,3.22,759.04
,Whole moth (Moth ki dal),55.00,5.74,2.01,2.62,0.66,1.85,18.98,0.95,228.59,337.95,509.59,1599.97,0.00,37.86,23.14,125.08,164.84,0.08,1.68,0.00,0.22,0.04,0.23,0.00,1.26,2.31,0.00,5.87,0.00,34.05,0.05,0.01,0.27,0.16,0.04,0.46,34.05,3.22,731.26
